3.101736972704714638e-04,9.624689826302729179e-01
6.203473945409429275e-04,9.404466501240694720e-01
9.305210918114143913e-04,9.395161290322581182e-01
1.240694789081885855e-03,9.240074441687344819e-01
1.550868486352357427e-03,9.227667493796526399e-01
1.861042183622828783e-03,9.112903225806451291e-01
2.171215880893300355e-03,9.088089330024814450e-01
2.481389578163771710e-03,9.060173697270471616e-01
2.791563275434243065e-03,9.050868486352356967e-01
3.101736972704714854e-03,9.029156327543423899e-01
3.411910669975186210e-03,9.019851116625310361e-01
3.722084367245657565e-03,9.001240694789082175e-01
4.032258064516128920e-03,8.920595533498759666e-01
4.342431761786600709e-03,8.877171215880893529e-01
4.652605459057071631e-03,8.855459057071960460e-01
4.962779156327543420e-03,8.836848635235732274e-01
5.272952853598015209e-03,8.784119106699751489e-01
5.583126550868486131e-03,8.740694789081885352e-01
5.893300248138957920e-03,8.715880893300248511e-01
6.203473945409429709e-03,8.694168734491315442e-01
6.513647642679900630e-03,8.687965260545905677e-01
6.823821339950372419e-03,8.681761786600495912e-01
7.133995037220843341e-03,8.653846153846154188e-01
7.444168734491315130e-03,8.464640198511166336e-01
7.754342431761786919e-03,8.442928039702233267e-01
8.064516129032257841e-03,8.430521091811414847e-01
8.374689826302728762e-03,8.399503722084367130e-01
8.684863523573201419e-03,8.371588089330024296e-01
8.995037220843672340e-03,8.321960297766749504e-01
9.305210918114143262e-03,8.315756823821339738e-01
9.615384615384615918e-03,8.312655086848634856e-01
9.925558312655086840e-03,8.294044665012406670e-01
1.023573200992555776e-02,8.287841191066998014e-01
1.054590570719603042e-02,8.238213399503722112e-01
1.085607940446650134e-02,8.235111662531017229e-01
1.116625310173697226e-02,8.188585607940446209e-01
1.147642679900744492e-02,8.173076923076922906e-01
1.178660049627791584e-02,8.163771712158809368e-01
1.209677419354838676e-02,8.145161290322581182e-01
1.240694789081885942e-02,8.142059553349876300e-01
1.271712158808933034e-02,8.126550868486351886e-01
1.302729528535980126e-02,8.117245657568238348e-01
1.333746898263027218e-02,8.104838709677418818e-01
1.364764267990074484e-02,8.101736972704715045e-01
1.395781637717121576e-02,8.095533498759305280e-01
1.426799007444168668e-02,8.070719602977667329e-01
1.457816377171215934e-02,8.067617866004962446e-01
1.488833746898263026e-02,8.036600496277915839e-01
1.519851116625310118e-02,8.014888337468982771e-01
1.550868486352357384e-02,8.011786600496277888e-01
1.581885856079404476e-02,7.996277915632754585e-01
1.612903225806451568e-02,7.986972704714639937e-01
1.643920595533498660e-02,7.959057071960298213e-01
1.674937965260545752e-02,7.937344913151365144e-01
1.705955334987593192e-02,7.915632754342432076e-01
1.736972704714640284e-02,7.909429280397022310e-01
1.767990074441687376e-02,7.903225806451612545e-01
1.799007444168734468e-02,7.878411910669975704e-01
1.830024813895781560e-02,7.872208436724565939e-01
1.861042183622828652e-02,7.859801488833746408e-01
1.892059553349876092e-02,7.714019851116625803e-01
1.923076923076923184e-02,7.698511166253101390e-01
1.954094292803970276e-02,7.689205955334987852e-01
1.985111662531017368e-02,7.686104218362282969e-01
2.016129032258064460e-02,7.673697270471464549e-01
2.047146401985111552e-02,7.658188585607940135e-01
2.078163771712158645e-02,7.565136476426799206e-01
2.109181141439206084e-02,7.549627791563275903e-01
2.140198511166253176e-02,7.540322580645161255e-01
2.171215880893300268e-02,7.534119106699751489e-01
2.202233250620347360e-02,7.531017369727046606e-01
2.233250620347394452e-02,7.493796526054590235e-01
2.264267990074441544e-02,7.351116625310173402e-01
2.295285359801488984e-02,7.348014888337468520e-01
2.326302729528536076e-02,7.344913151364764747e-01
2.357320099255583168e-02,7.329404466501240334e-01
2.388337468982630260e-02,7.316997518610421913e-01
2.419354838709677352e-02,7.285980148883374197e-01
2.450372208436724444e-02,7.276674937965260659e-01
2.481389578163771883e-02,7.273573200992555776e-01
2.512406947890818976e-02,7.267369727047146011e-01
2.543424317617866068e-02,7.258064516129032473e-01
2.574441687344913160e-02,7.245657568238212942e-01
2.605459057071960252e-02,7.211538461538461453e-01
2.636476426799007344e-02,7.202233250620347915e-01
2.667493796526054436e-02,7.168114143920595316e-01
2.698511166253101876e-02,7.149503722084367130e-01
2.729528535980148968e-02,7.146401985111662247e-01
2.760545905707196060e-02,7.127791563275434061e-01
2.791563275434243152e-02,7.102977667493796110e-01
2.822580645161290244e-02,7.096774193548387455e-01
2.853598014888337336e-02,7.075062034739454386e-01
2.884615384615384776e-02,7.047146401985111552e-01
2.915632754342431868e-02,7.037841191066998014e-01
2.946650124069478960e-02,7.031637717121588249e-01
2.977667493796526052e-02,7.006823821339950298e-01
3.008684863523573144e-02,7.003722084367245415e-01
3.039702233250620236e-02,6.997518610421836760e-01
3.070719602977667329e-02,6.907568238213399603e-01
3.101736972704714768e-02,6.901364764267989838e-01
3.132754342431761513e-02,6.885856079404466534e-01
3.163771712158808952e-02,6.879652605459056769e-01
3.194789081885856391e-02,6.873449131513648114e-01
3.225806451612903136e-02,6.870347394540943231e-01
